ID,InventoryType,ItemAppearance,DisplayId
19372,1,51102,32493
19373,3,45837,2953
19374,9,48730,25460
19375,1,51103,15546
19378,16,50774,28891
19380,6,51104,30054
19381,8,48819,25478
19385,7,49478,25042
19386,16,48571,27794
19387,8,51105,31914
19388,6,49201,8811
19390,10,51107,23513
19391,8,51108,21467
19392,6,51109,31924
19393,6,51110,9072
19394,3,51111,22864
19396,6,51112,19419
19398,16,49567,23422
19399,20,51113,31930
19400,6,46859,8958
19401,7,46377,2969
19402,7,51114,5965
19404,13,51094,706230
19405,5,51115,29752
19407,10,51116,18858
19430,16,47208,15066
19433,7,51117,31365
19435,26,51118,31977
19436,16,51119,31978
19437,8,48731,25459
19438,8,51120,31985
19439,5,49206,4325
19485,22,47614,10814
19486,22,47478,8127
19487,22,47616,10816
19488,22,47617,10817
19505,19,51121,32031
19506,19,51122,32026
19507,3,48579,28409
19509,8,48882,27771
19526,16,51123,32066
19527,16,51124,32069
19528,16,50115,27974
19530,16,51125,32067
19531,16,47004,23065
19532,16,50113,27960
19542,13,46661,20396
19543,13,46661,20396
19544,13,46661,20396
19545,13,46661,20396
19546,13,47044,2711
19547,13,47044,2711
19548,13,47044,2711
19549,13,47044,2711
19550,13,51126,32076
19551,13,51126,32076
19552,13,51126,32076
19553,13,51126,32076
19554,13,47438,706313
19555,13,47438,706313
19556,13,47438,706313
19557,13,47438,706313
19558,15,51048,31622
19559,15,51048,31622
19560,15,51048,31622
19561,15,51048,31622
19562,15,46530,6235
19563,15,46530,6235
19564,15,46530,6235
19565,15,46530,6235
19566,17,46445,15430
19567,17,46445,15430
19568,17,46445,15430
19569,17,46445,15430
19570,17,46032,18289
19571,17,46032,18289
19572,17,46032,18289
19573,17,46032,18289
19578,9,51127,32088
19580,9,51127,32088
19581,9,51127,32088
19582,9,51128,29218
19583,9,51128,29218
19584,9,51128,29218
19587,9,48305,17316
19589,9,48305,17316
19590,9,48305,17316
19595,9,51129,8408
19596,9,51129,8408
19597,9,51129,8408
19623,17,51130,32140
19682,5,51131,11481
19683,7,49635,7939
19685,5,48277,17930
19686,10,51133,32159
19687,9,48276,22500
19688,5,49977,13803
19689,3,51134,23670
19690,5,51135,30518
19691,3,49908,27904
19692,10,49906,27901
19693,5,51136,30786
19694,7,51137,25550
19695,3,51138,30785
19742,7,51139,32192
19743,1,48968,17409
19762,13,51140,32216
19763,14,47193,18694
19808,13,47617,10817
19822,5,51141,32415
19823,6,48856,17939
19824,9,51142,32417
19825,5,51143,22980
19826,6,51144,22587
19828,5,48834,13204
19829,6,48837,13205
19830,9,48840,27420
19831,3,51146,32270
19832,6,48963,28684
19833,9,49058,28805
19834,5,49980,4320
19835,3,49464,8022
19836,9,46834,3841
19838,5,48744,13650
19839,6,51112,19419
19840,9,48741,7116
19841,3,47923,9574
19842,6,51147,8869
19843,9,51148,8413
19845,3,48643,4925
19846,9,51148,8413
19848,9,51148,8413
19849,3,49469,11318
19852,13,51149,34718
19853,26,51150,32577
19854,17,51151,32603
19855,7,51152,32296
19857,16,49462,24013
19859,13,51153,32575
19861,26,51154,32595
19862,14,51155,32561
19864,13,51156,706232
19865,21,51157,712745
19866,22,51157,712745
19867,13,51158,32581
19869,10,48077,15415
19874,17,51160,32604
19875,1,48135,16084
19877,7,51161,4398
19878,3,50008,22408
19879,17,51010,31765
19884,17,51162,32613
19886,1,51163,32734
19887,7,50926,30856
19888,16,51164,32339
19889,7,48201,7765
19890,13,51165,706235
19891,23,51166,32344
19894,10,51168,17937
19895,7,51169,8250
19896,13,51170,706236
19897,8,49670,26225
19899,7,51171,10181
19900,17,51172,34507
19901,13,51173,32356
19903,13,51174,706237
19904,5,49117,28244
19906,8,48195,11832
19907,16,51175,32371
19908,13,51176,32600
19909,17,51177,32612
19910,13,51178,706238
19913,8,51179,17936
19915,14,51180,32560
19916,13,47381,11958
19917,23,48500,28023
19918,17,51181,32782
19919,8,49037,28658
19921,13,50325,26535
19922,23,51182,32784
19924,13,51183,32397
19927,26,51184,32582
19928,3,51185,4941
19929,10,51186,32410
19944,17,51187,32450
19945,1,45871,1166
19946,17,51188,32430
19961,13,51189,32780
19962,17,51190,36762
19963,17,51191,32446
19964,13,51192,706239
19965,13,51193,706240
19967,26,51194,32584
19968,13,51195,32443
19969,8,51196,711014
19970,17,92799,682661
19972,1,46963,15908
19980,13,49560,706201
19981,13,51197,32490
19982,16,47264,23140
19983,26,51198,32507
19984,1,51199,41848
19986,1,45871,1166
19987,13,48987,20273
19988,17,51201,32514
19989,23,51202,32515
19993,15,51203,32571
19998,1,51204,17725
19999,1,50361,12139
20003,13,51205,706241
20005,13,51206,706242
20033,20,51207,32564
20035,13,51208,32592
20038,15,51209,32570
20041,6,50928,25338
20042,6,50928,25338
20043,6,46378,2970
20044,6,46378,2970
20045,6,48672,9965
20046,6,48672,9965
20047,6,48672,9965
20048,8,49193,27829
20049,8,49193,27829
20050,8,49443,23354
20051,8,49443,23354
20054,8,48664,2496
20055,3,51212,32741
20056,3,51213,11272
20057,3,51214,32739
20058,3,51214,32739
20059,3,49464,8022
20060,3,49464,8022
20061,3,51215,32740
20068,16,47264,23140
20069,17,51216,32677
20070,13,51217,706243
20073,16,47264,23140
20082,26,51218,32685
20083,17,51219,32717
20088,6,46378,2970
20089,6,46378,2970
20090,6,46378,2970
20091,8,49443,23354
20092,8,49443,23354
20093,8,49443,23354
20094,8,48664,2496
20095,8,48664,2496
20096,8,48664,2496
20097,6,48672,9965
20098,6,48672,9965
20099,6,48672,9965
20103,6,48672,9965
20104,6,48672,9965
20105,6,48672,9965
20106,6,50928,25338
20107,6,50928,25338
20108,6,50928,25338
20109,8,49193,27829
20110,8,49193,27829
20111,8,49193,27829
20115,6,48672,9965
20116,6,48672,9965
20117,6,48672,9965
20118,6,46378,2970
20119,6,46378,2970
20120,6,46378,2970
20121,8,49443,23354
20122,8,49443,23354
20123,8,49443,23354
20124,6,50928,25338
20125,6,50928,25338
20126,6,50928,25338
20127,8,49193,27829
20128,8,49193,27829
20129,8,49193,27829
20131,19,51221,32524
20132,19,51222,32525
20134,1,51224,32735
20150,6,46378,2970
20151,6,46378,2970
20152,6,46378,2970
20153,6,46378,2970
20154,8,49443,23354
20155,8,49443,23354
20156,8,49443,23354
20157,8,49443,23354
20158,3,51212,32741
20159,8,48664,2496
20160,8,48664,2496
20161,8,48664,2496
20162,8,48664,2496
20163,6,48672,9965
20164,6,48672,9965
20165,6,48672,9965
20166,6,48672,9965
20171,6,48672,9965
20172,6,48672,9965
20173,6,48672,9965
20174,6,48672,9965
20175,3,49464,8022
20176,3,51215,32740
20177,6,50928,25338
20178,6,50928,25338
20179,6,50928,25338
20180,6,50928,25338
20181,8,49193,27829
20182,8,49193,27829
20183,8,49193,27829
20184,3,51214,32739
20185,8,49193,27829
20190,6,48672,9965
20191,6,48672,9965
20192,6,48672,9965
20193,6,48672,9965
20194,3,49464,8022
20195,6,46378,2970
20196,6,46378,2970
20197,6,46378,2970
20198,6,46378,2970
20199,8,49443,23354
20200,8,49443,23354
20201,8,49443,23354
20202,8,49443,23354
20203,3,51213,11272
20204,6,50928,25338
20205,6,50928,25338
20206,6,50928,25338
20207,6,50928,25338
20208,8,49193,27829
20209,8,49193,27829
20210,8,49193,27829
20211,8,49193,27829
20212,3,51214,32739
20213,6,51225,32718
20214,13,51217,706243
20215,6,51226,25530
20216,6,47786,6299
20217,6,49628,10083
20220,17,51216,32677
20255,8,51229,2990
20257,10,48836,23645
20258,17,51230,32587
20259,10,47371,5435
20260,7,48838,13206
20261,6,50903,5468
20262,8,49561,28604
20263,1,49001,28196
20264,10,51231,22983
20265,8,51232,32758
20266,7,50901,22985
20295,7,49397,28447
20296,10,51233,32762
20326,8,50548,29594
20337,22,51234,32768
20340,8,50548,29594
20353,8,50548,29594
20369,10,51235,32890
20370,17,45855,20256
20372,17,45855,20256
20380,5,46729,25238
20391,0,51237,32956
20392,0,51238,32957
20406,3,51240,33129
20407,20,51241,32841
20408,1,51242,33073
20412,17,51243,32837
20417,13,49889,25504
20425,17,46445,15430
20430,13,51126,32076
20434,17,46032,18289
20437,15,51048,31622
20438,15,46530,6235
20440,13,47438,706313
20441,13,46661,20396
20443,13,47044,2711
20468,13,48512,27756
20477,10,49913,26798
20478,5,51244,32872
20479,5,49124,16391
20480,10,48456,17416
20481,9,49853,16395
20487,17,50952,31163
20488,15,50951,31338
20502,14,49435,23835
20504,17,51245,33033
20517,3,51246,32052
20521,1,46968,15299
20522,17,51247,32909
20524,7,47775,2018
20536,17,51250,33087
20537,8,49764,5871
20538,7,48627,20405
20539,6,51251,30555
20550,5,51253,32943
20551,1,48858,25438
20556,17,49458,24014
20561,0,51254,32958
20562,0,51255,32959
20563,0,51256,32961
20564,0,51257,32963
20565,0,51258,32964
20566,0,51259,32965
20567,0,51260,32966
20568,0,51261,32967
20569,0,51262,32968
20570,0,51263,32969
20571,0,51264,32971
20572,0,51265,32970
20573,0,51266,32972
20574,0,51267,32973
20575,5,47773,2019
20577,13,51268,33097
20578,13,51269,33095
20579,16,51270,33096
20580,13,51271,33017
20581,17,51272,33015
20582,23,50343,27874
20599,26,51273,33020
20616,9,48321,9498
20617,7,47286,4912
20618,10,48699,27602
20619,8,51275,24468
20621,8,51276,21468
20623,1,51277,33161
20625,6,48671,7200
20626,9,47216,7794
20627,7,48040,6865
20628,1,51278,15289
20629,8,51279,6043
20630,10,51280,13384
20631,8,51281,11841
20633,3,51282,33051
20634,8,51283,2984
20637,3,51285,25335
20638,7,51286,29394
20639,7,51287,13382
20640,1,48954,15304
20641,8,49764,5871
20642,5,46313,4270
20643,1,51288,15343
20646,15,49326,25602
20647,13,47195,706244
20648,13,46280,3940
20650,10,51289,21413
20652,8,48642,21154
20653,10,50899,14884
20654,17,49524,5554
20655,10,51290,23865
20656,8,46034,11269
20657,13,50801,29276
20658,8,51291,10574
20659,10,49837,10479
20660,17,51292,33113
20661,10,51293,5897
20662,8,48358,14883
20663,15,47427,6232
20664,6,48267,7519
20665,7,51294,5894
20666,13,48098,706206
20667,6,51295,5893
20668,7,49838,27140
20669,17,46173,5176
20670,6,47467,5964
20671,7,51051,14875
20672,26,51296,33125
20673,6,48671,7200
20674,7,48627,20405
20675,13,51297,33128
20680,3,45837,2953
20681,9,51298,5896
20683,3,48143,10495
20684,9,47537,9378
20686,3,47828,5116
20687,9,49153,19760
20688,14,50236,27896
20689,3,48360,5892
20690,9,51299,33141
20691,16,47869,23097
20693,16,48480,28297
20694,23,49334,24122
20696,17,51300,33143
20697,16,48036,15145
20698,13,51301,706245
20699,7,48838,13206
20700,7,48838,13206
20701,7,46947,9415
20702,7,46947,9415
20703,7,48251,4388
20704,7,48251,4388
20705,7,48701,27598
20706,7,48701,27598
20707,7,48701,27598
20712,10,51303,4422
20713,10,51303,4422
20714,8,48740,18958
20715,8,48740,18958
20716,10,51304,11842
20717,10,51304,11842
20718,17,51305,33163
20719,17,51306,33170
20720,13,46217,706246
20722,26,50963,31237
20723,13,45773,705315
20724,17,51307,33172
20738,13,51308,33181
20773,1,50533,45174
20774,3,50535,30925
20775,5,50532,31416
20776,9,50537,31411
20777,10,50538,31414
20778,6,50539,31413
20779,7,50534,31415
20780,8,50536,31412
20782,16,50125,26681
20784,17,49251,23904
20785,16,50125,26681
20786,9,50537,31411
20787,8,50536,31412
20788,1,51309,31117
20789,6,50539,31413
20790,10,50538,31414
20791,7,50534,31415
20793,3,50535,30925
20795,5,50532,31416
20796,17,49251,23904
20832,1,48955,19920
20835,21,51311,33236
20836,13,51312,33237
20837,21,51313,33235
20838,15,46420,20723
20839,17,48428,5417
20840,21,45704,705310
20841,14,51314,33291
20849,13,51310,33220
20850,13,51315,33255
20851,13,51316,706303
20852,13,51317,33253
20853,17,51318,33254
20891,20,51319,33256
20892,20,51320,33257
20893,20,51321,33258
20894,7,45997,14309
20895,8,51322,17513
20896,7,51323,33342
20897,4,51324,33343
20898,8,51325,33272
20899,7,51326,33351
20900,8,51327,33350
20901,4,51328,33352
20902,7,51329,33263
20903,8,51330,33270
20904,5,51331,33268
20908,0,51332,33261
20910,15,46420,20723
20911,14,51333,33309
20912,14,51314,33291
20913,14,46239,18662
20914,6,51334,33264
20915,8,51330,33270
20916,9,51335,33266
20917,10,51336,33269
20918,7,51329,33263
20919,5,51331,33268
20920,6,51337,33271
20921,8,51325,33272
20922,9,51338,33275
20923,10,51339,33276
20924,7,51340,33273
20925,5,51341,33274
20954,13,48095,15720
20969,1,48268,18728
20977,21,51342,33304
20978,17,51343,33299
20979,21,51344,33300
20980,15,46419,8104
20981,21,45912,706306
20982,13,46133,2698
20983,13,47221,3925
20984,14,51345,33305
20985,8,46229,16045
20986,7,46231,8969
20987,10,46230,11981
20988,9,46872,7747
20989,6,46871,7619
20990,5,46232,16575
20991,16,46748,15165
20992,9,46878,10344
20993,10,51339,33276
20994,5,51346,33322
20995,10,45964,9791
20996,6,51347,33324
20997,8,51348,33325
20998,6,49209,12540
20999,10,51349,33327
21000,9,51350,33328
21001,7,47153,2656
21002,6,46763,5859
21003,9,46872,7747
21005,10,51351,33333
21006,7,47807,5839
21007,20,46659,16696
21008,8,47155,5840
21009,6,45931,5728
21010,8,45929,4463
21011,9,45932,5578
21012,10,45930,9374
21013,7,45928,8409
21014,5,45927,4589
21015,6,48844,8827
21016,5,51352,3520
21017,7,47337,3441
21018,10,51353,3980
21019,9,51354,3517
21020,8,51355,3309
21021,14,47389,3931
21022,14,46295,2552
21040,20,51357,33402
21047,8,50548,29594
21060,8,50548,29594
21075,8,50548,29594
21088,8,50548,29594
21101,17,51358,33422
21102,17,51359,33421
21121,13,51360,33424
21122,13,48109,706186
21123,13,51361,33426
21124,26,51362,33428
21125,17,51363,33429
21126,13,51364,34512
21127,21,51365,708502
21128,17,51363,33429
21129,13,51366,33434
21134,17,51367,33435
21171,0,46490,18494
21173,0,46490,18494
21174,0,46490,18494
21178,10,49774,13344
21183,5,51370,3832
21184,9,50930,23832
21185,23,51371,33529
21186,9,48886,17646
21187,16,51372,33531
21188,17,51373,33533
21192,17,51009,31764
21242,13,51374,34178
21244,13,51375,34142
21268,13,51376,33830
21269,14,51377,34137
21272,26,51378,34139
21273,17,51359,33421
21275,17,51379,34135
21276,17,51358,33422
21278,10,46833,3839
21286,17,46438,22111
21311,5,46993,5295
21312,6,48287,8871
21316,7,48144,14787
21317,1,51380,42880
21318,10,48364,13348
21319,10,47096,4438
21320,5,48285,11216
21322,5,50920,14800
21329,1,51381,34486
21330,3,51382,34256
21331,5,51383,33709
21332,7,51384,33713
21333,8,51385,33714
21334,20,51386,34061
21335,3,51387,34018
21337,1,51389,34351
21338,8,51390,33625
21343,20,51392,37266
21344,8,51393,33641
21345,3,51394,34020
21346,7,51395,33643
21347,1,51396,34370
21348,1,51397,34348
21349,8,51398,33647
21350,3,51399,34021
21351,20,51400,34063
21352,7,51401,33652
21353,1,51402,34609
21354,3,51403,34037
21355,8,51404,33661
21356,7,51405,33662
21357,5,51406,34086
21359,8,51407,33673
21360,1,51408,34608
21361,3,51409,34077
21362,7,51410,33678
21364,5,51411,34087
21365,8,51412,33690
21367,3,51414,34904
21370,5,51416,33691
21372,1,51417,34222
21373,8,51418,33696
21374,5,51419,33697
21376,3,51421,34056
21387,1,51422,34487
21388,8,51423,33708
21389,5,51424,33705
21390,7,51425,33706
21391,3,51426,34257
21392,13,51427,33727
21394,16,49462,24013
21395,13,51428,706249
21397,16,51429,33730
21398,13,51430,706248
21400,16,48278,26228
21401,13,51427,33727
21403,16,51431,33733
21404,13,51432,706250
21406,16,47426,23000
21407,17,51430,706248
21409,16,48583,23073
21410,13,51430,706248
21412,16,48008,15175
21413,13,51428,706249
21415,16,48036,15145
21416,13,51432,706250
21418,16,48611,13963
21419,7,51433,33779
21420,5,51434,33766
21421,5,51435,33767
21422,5,51436,33768
21423,7,51437,33770
21424,3,51437,33770
21425,6,51438,33771
21426,1,51439,33772
21427,8,51440,33775
21428,10,51441,33776
21429,6,51442,33780
21430,20,51443,47348
21431,8,51444,33782
21432,9,51445,33783
21434,1,51447,33785
21437,10,51448,33788
21439,1,51449,33791
21440,7,51450,33792
21441,6,51451,33793
21442,8,51452,33794
21443,3,51453,33796
21444,10,51454,33799
21445,9,51451,33793
21446,1,51455,33802
21447,3,51435,33767
21448,7,51456,33803
21449,8,51457,33804
21450,10,51458,33806
21451,6,51459,33807
21452,17,51358,33422
21453,3,48762,22594
21454,3,51460,29835
21455,1,51461,33880
21456,16,51462,33814
21457,9,51463,33817
21458,10,51464,25455
21459,26,51465,33828
21460,1,48727,19759
21461,7,49125,28182
21462,10,47548,17689
21463,6,51110,9072
21464,9,46860,6610
21465,13,51466,33835
21466,13,51467,706251
21467,5,51468,11890
21468,3,48764,9718
21469,10,47212,4768
21470,16,48366,22996
21471,23,51469,33845
21472,1,51470,33848
21474,3,51471,18995
21475,7,51472,29878
21476,7,51473,33854
21478,15,51474,33857
21479,10,51475,15574
21480,10,51476,29833
21481,8,51477,22757
21482,8,49561,28604
21484,1,51478,33901
21485,14,51479,33867
21486,10,51480,29877
21487,10,51481,33870
21489,8,51482,33872
21490,8,51483,33876
21491,9,49429,11654
21492,17,51484,33882
21493,8,50953,9089
21494,6,49994,4460
21495,7,51485,33888
21496,9,47055,14652
21498,13,51487,33894
21499,20,51488,33895
21500,6,47680,9486
21501,10,50933,29749
21502,9,51489,32269
21503,6,51038,21345
21517,1,49281,23411
21520,13,51086,31866
21521,13,51490,706252
21522,13,51491,33992
21523,13,51492,706253
21524,1,51493,33998
21525,1,51494,33999
21527,20,50929,30868
21530,7,48282,17700
21532,8,49554,28627
21549,14,50982,31746
21551,13,50992,706350
21553,13,51011,31996
21554,26,51000,31747
21555,17,51004,31954
21564,26,50999,31758
21572,14,50981,31733
21573,13,49198,31966
21580,17,51502,34133
21581,10,51503,34165
21582,6,51504,34176
21583,16,51505,34179
21584,9,51506,34181
21585,10,51507,34183
21586,6,51508,34184
21587,9,51509,34185
21588,9,51510,34186
21594,9,51511,34187
21597,23,51512,34190
21598,6,51513,34191
21599,10,51514,34193
21600,8,51515,34195
21602,9,51516,34197
21603,26,51517,34198
21604,9,51518,34199
21605,10,51519,34260
21606,6,51520,34202
21607,6,51521,34203
21609,6,51522,34205
21610,14,51523,34206
21611,9,51524,34207
21612,8,51525,34208
21613,8,51526,34210
21614,1,51527,34606
21615,1,50892,30670
21616,15,51528,34223
21617,10,51529,34226
21618,9,51530,34227
21621,16,51532,34231
21623,10,51534,34235
21624,10,51535,34236
21626,7,51536,34238
21627,16,51537,34239
21635,17,51538,34250
21639,3,51539,34252
21645,8,51540,34259
21648,8,48695,25281
21651,7,51542,8326
21652,5,51543,34268
21665,3,51545,34278
21666,23,51546,34288
21667,7,51547,17950
21668,7,49397,28447
21669,1,48309,17269
21672,10,51549,34295
21673,13,51550,706255
21674,10,50315,26473
21675,6,51522,34205
21676,7,48265,7520
21679,17,51551,34304
21680,5,51552,23686
21682,10,48584,8346
21683,3,51553,15754
21684,3,51554,34312
21686,3,51555,34314
21688,8,51556,21201
21689,10,46837,3845
21691,10,51557,24469
21692,6,50949,21199
21693,1,51558,34607
21694,3,51559,34323
21696,20,45854,16676
21697,16,51560,18948
21698,7,48310,3834
21699,3,51561,22849
21701,16,49175,22989
21703,17,51562,34331
21704,8,51563,34332
21706,8,51565,17933
21708,9,51566,3842
21710,16,51567,34337
21715,13,51376,33830
21774,1,48697,27606
21780,1,48752,25826
21794,17,51551,34304
21795,17,51379,34135
21796,13,51512,34190
21800,26,51571,34484
21801,26,51362,33428
21802,13,51572,706256
21803,1,46027,15305
21804,1,51573,36715
21805,3,51574,17833
21806,17,51575,34474
21810,8,51576,15619
21814,5,51577,34421
21837,13,46277,1022
21838,20,51207,32564
21839,13,51578,706257
21846,6,51579,43295
21847,10,51580,43296
21848,20,51581,44953
21849,9,47216,7794
21850,6,48672,9965
21851,10,47658,4370
21852,7,46337,3173
21853,8,46311,4272
21854,20,48817,28479
21855,5,48814,9583
21856,17,49247,23434
21859,7,51582,36641
21860,8,48731,25459
21861,20,51583,38920
21862,5,51584,37779
21863,10,51585,42158
21864,3,51586,16443
21865,5,51587,40868
21866,9,51489,32269
21867,8,48731,25459
21869,3,51589,42683
21870,8,51590,43298
21871,20,51591,44952
21873,6,51592,43300
21874,3,51593,43319
21875,20,51594,43301
21888,10,51595,29736
21889,10,51596,34463
21994,6,51598,34610
21995,8,51599,34611
21996,9,51600,34612
21997,5,51601,34617
21998,10,51602,34613
21999,1,51603,42240
22000,7,51604,34615
22001,3,51605,34616
22002,6,51606,34699
22003,8,51607,34684
22004,9,51608,34685
22005,1,51609,34700
22006,10,51610,34686
22007,7,51611,34687
22008,3,51612,34688
22009,5,51613,34689
22010,6,51614,34646
22011,9,51615,34647
22013,1,51616,34649
22015,10,51617,34650
22016,3,51618,34651
22017,7,51619,34652
22060,5,51620,34645
22061,8,51621,34648
22062,6,51622,34599
22063,9,51623,34601
22064,8,51624,34782
22065,1,51625,34602
22066,10,51626,34600
22067,7,51627,34598
22068,3,51628,34597
22069,20,51629,34596
22070,6,51630,34620
22071,9,51631,34621
22072,7,51632,34622
22073,3,51633,34623
22074,1,51634,34624
22075,20,51635,34625
22076,8,51636,34626
22077,10,51637,34627
22078,6,51638,34628
22079,9,51639,34629
22080,1,51640,34630
22081,10,51641,34631
22082,3,51642,34632
22083,20,51643,34633
22084,8,51644,34634
22085,7,51645,34635
22086,6,51646,34520
22087,8,51647,34521
22088,9,51648,34522
22089,5,51649,34519
22090,10,51650,34523
22091,1,51651,34524
22092,7,51652,34525
22093,3,51653,34526
22095,9,51654,34691
22096,8,51655,34692
22097,1,51656,34693
22098,6,51657,34694
22099,10,51658,34695
22100,7,51659,34696
22101,3,51660,34697
22102,5,51661,34698
22106,6,51662,34637
22107,8,51663,34638
22108,9,51664,34641
22109,1,51665,34639
22110,10,51666,34640
22111,7,51667,34642
22112,3,51668,34643
22113,5,51669,34644
22191,5,49376,23605
22194,10,50196,27041
22195,6,50197,23364
22196,5,51670,29253
22197,6,50197,23364
22198,14,51671,34533
22199,17,49251,23904
22204,9,51015,11617
22205,9,49370,19264
22206,23,46450,6488
22207,6,48739,8316
22208,17,51672,34556
22210,13,49052,712740
22211,22,49052,712740
22212,3,45839,1068
22213,13,46320,19729
22215,13,49467,25614
22223,1,51673,34564
22225,1,51674,15370
22230,16,48044,23057
22231,8,51675,25308
22232,6,46488,13165
22234,3,47533,9077
22240,8,51676,30557
22241,3,51677,34590
22242,6,51678,12983
22245,8,51679,34595
22247,8,51680,34605
22253,23,49271,23323
22254,26,51681,34636
22256,10,50906,25045
22266,13,46452,6555
22267,1,51044,23410
22269,16,49462,24013
22270,8,48779,27400
22271,7,47070,9132
22272,5,49981,25082
22273,1,51682,34715
22274,5,46207,16868
22275,8,46827,3827
22277,20,51684,34724
22278,20,51685,34725
22279,20,51686,34727
22280,20,51687,34728
22302,1,51690,34781
22303,7,51691,34788
22304,10,51692,34789
22305,3,51693,34791
22306,6,51694,697204
22311,8,51695,34792
22313,9,116518,700377
22314,17,51696,34794
22315,13,47379,706216
22317,13,49425,23742
22318,15,51697,34800
22319,23,51698,34802
22322,13,45891,5199
22325,6,47553,3251
22328,7,49111,7808
22329,23,51699,34807
22330,16,51700,16608
22332,13,51701,34810
22333,17,47218,2440
22335,17,51702,34891
22336,14,48292,18790
22337,16,50305,26431
22341,13,50764,28835
22342,7,48627,20405
22343,10,51303,4422
22346,17,51077,31817
22347,26,49231,22929
22348,17,49843,25366
22377,13,46314,20598
22378,13,51703,34850
22379,13,48957,708613
22380,13,51704,706259
22383,13,51705,706260
22384,13,51706,36969
22385,7,51707,34890
22391,17,51702,34891
22394,17,51708,34894
22404,13,49258,706198
22405,3,48264,8814
22406,17,47497,20384
22407,1,47108,15307
22408,26,51709,34899
22409,5,51710,34900
22410,10,51711,34901
22411,1,50272,15512
22412,3,48035,9316
22416,5,51712,35049
22417,7,51713,35051
22419,3,51715,35177
22420,8,51716,35067
22421,10,51717,35050
22422,6,51718,35058
22423,9,51719,35044
22424,9,51720,35619
22425,5,51721,35606
22426,10,51722,35615
22427,7,51723,35616
22428,1,51724,36972
22429,3,51725,35617
22430,8,51726,35613
22431,6,51727,35614
22436,5,51728,35415
22437,7,51729,35413
22438,1,51730,35601
22439,3,51731,35611
22440,8,51732,35409
22441,10,51733,35411
22442,6,51734,35410
22443,9,51735,35416
22458,17,46032,18289
22464,5,51736,35752
22465,7,51737,35754
22466,1,51738,42115
22467,3,51739,35751
22468,8,51740,35746
22469,10,51741,35748
22470,6,51742,35747
22471,9,51743,35753
22472,8,48793,9653
22476,5,51744,35054
22477,7,51745,35065
22478,1,51746,41849
22479,3,51747,35064
22480,8,51748,36351
22481,10,51749,712093
22482,6,51750,36349
22483,9,51751,712094
22488,5,51752,35159
22489,7,51753,35161
22490,1,51754,35162
22491,3,51755,35160
22492,8,51756,35173
22493,10,51757,35167
22494,6,51758,35164
22495,9,51759,35158
22496,20,51760,35523
22497,7,51761,35522
22498,1,51762,36440
22499,3,51763,35326
22500,8,51764,35525
22501,10,51765,35518
22502,6,51766,35519
22503,9,51767,35677
22504,20,51768,35185
22505,7,51769,35184
22506,1,51770,35182
22507,3,51771,35187
22508,8,51772,35186
22509,10,51773,35183
22510,6,51774,35179
22511,9,51775,35180
22512,20,51776,36353
22513,7,51777,35154
22515,3,51779,35149
22516,8,51780,35148
22517,10,51781,35145
22518,6,51782,35143
22519,9,51783,35144
22589,17,51784,35632
22596,17,50925,30853
22630,17,51785,35631
22631,17,51786,35634
22632,17,51787,35633
22646,28,47322,8043
22651,7,49280,23403
22652,5,51788,35302
22654,10,51789,35286
22655,9,51790,35283
22656,26,47111,20662
22658,16,47282,23125
22660,16,48508,27752
22661,5,51791,35290
22662,10,51792,35303
22663,9,51793,35287
22664,5,51794,35293
22665,9,51795,35292
22666,10,51796,35294
22667,9,45757,8147
22668,9,48503,16420
22669,5,51797,35276
22670,10,51798,35277
22671,9,51799,35275
22672,7,49280,23403
22673,7,51473,33854
22676,7,51473,33854
22688,13,48173,706261
22689,1,51800,35095
22690,7,46586,7193
22691,17,51801,35097
22699,7,51802,35278
22700,7,51803,35282
22701,7,51804,35289
22709,17,51801,35097
22711,16,47869,23097
22712,16,51806,35115
22713,13,51807,706262
22714,10,49761,23404
22715,10,51808,25176
22716,6,51809,25041
22718,1,48172,41844
22720,1,49281,23411
22724,13,51810,35129
22730,6,49201,8811
22731,16,51811,35139
22736,21,51812,708503
22738,13,51812,708503
22740,7,46831,3833
22741,7,48745,8389
22742,5,51813,5919
22743,6,46751,3553
22744,8,48923,7458
22745,7,45781,2185
22747,7,48627,20405
22748,7,51473,33854
22749,7,46831,3833
22750,7,48745,8389
22752,7,48627,20405
22753,7,51814,23663
22756,5,51815,8388
22757,1,51816,35206
22760,8,51819,35214
22761,6,51820,35213
22762,5,48834,13204
22763,10,51821,35217
22782,16,45880,15120
22783,13,47446,20014
22784,23,49007,27556
22798,17,51823,35239
22799,17,51824,35240
22800,17,51825,35241
22801,17,51826,35242
22802,13,51827,35819
22803,13,51828,706264
22804,13,51829,35709
22805,13,51830,35247
22806,13,51830,35247
22807,13,51831,706265
22808,13,51832,35250
22809,17,51833,36483
22810,26,51834,35370
22811,15,51835,35870
22812,26,51836,35253
22813,17,51837,35255
22814,17,51838,35256
22815,17,51839,35371
22816,13,51840,35258
22817,17,51841,35259
22818,14,51842,35577
22819,14,51843,35573
22820,26,51844,35262
22821,26,51845,35263
22843,8,50483,30361
22852,8,50450,27263
22855,8,50813,27250
22856,8,50454,30356
22858,8,50464,27270
22859,8,50838,31027
22860,8,50442,31097
22862,10,50482,30363
22863,10,50452,27265
